Time,GyoCalibratedX, GyoCalibratedY, GyoCalibratedZ,MagCalibratedX, MagCalibratedY, MagCalibratedZ
15-12-27.086,565,848,-252,77,96,-254
15-12-27.095,1012,739,-398,81,95,-255
15-12-27.104,1295,422,-630,83,91,-252
15-12-27.115,1684,-544,-338,83,86,-249
15-12-27.125,1233,-173,-226,82,79,-253
15-12-27.135,888,46,-88,82,73,-254
15-12-27.145,684,68,-56,82,69,-254
15-12-27.155,489,91,-82,82,66,-257
15-12-27.165,473,65,-113,82,64,-256
15-12-27.175,466,49,-111,84,62,-258
15-12-27.185,357,-43,72,82,60,-256
15-12-27.195,171,-166,202,83,58,-258
15-12-27.207,124,-150,101,82,56,-256
15-12-27.215,252,-132,-108,82,56,-257
15-12-27.225,330,87,-344,82,53,-255
15-12-27.237,97,-18,-449,82,53,-257
15-12-27.245,-162,-154,-342,81,52,-256
15-12-27.255,-39,23,-155,82,52,-255
15-12-27.267,15,168,-182,82,52,-254
15-12-27.275,144,249,-337,82,52,-251
15-12-27.285,306,376,-400,84,51,-249
15-12-27.295,227,684,41,87,50,-250
15-12-27.305,-290,686,181,91,49,-250
15-12-27.317,-544,470,337,94,50,-244
15-12-27.325,-621,376,474,96,51,-240
15-12-27.335,-523,485,345,99,52,-236
15-12-27.347,-367,329,268,101,53,-235
15-12-27.355,-289,270,193,103,53,-231
15-12-27.365,-13,176,-3,106,53,-231
15-12-27.375,62,76,-164,105,52,-231
15-12-27.385,113,172,-240,109,50,-227
15-12-27.395,277,105,-240,109,49,-224
15-12-27.408,293,148,-243,110,47,-221
15-12-27.416,258,287,-367,111,46,-220
15-12-27.428,225,262,-457,114,44,-221
15-12-27.436,188,190,-103,117,43,-216
15-12-27.446,80,95,38,118,40,-214
15-12-27.456,-81,200,129,120,39,-210
15-12-27.466,-85,299,339,123,37,-209
15-12-27.476,123,258,354,127,34,-206
15-12-27.485,139,268,19,129,33,-206
15-12-27.495,61,283,-38,132,29,-201
15-12-27.505,-400,14,-138,135,27,-198
15-12-27.514,-261,-52,-165,137,27,-199
15-12-27.526,-46,-148,-82,139,26,-197
15-12-27.536,-131,-322,6,139,25,-197
15-12-27.546,-129,-346,99,141,23,-195
15-12-27.556,-48,-437,116,141,23,-195
15-12-27.566,25,-488,145,140,20,-193
15-12-27.576,-568,374,198,142,19,-195
15-12-27.586,-402,446,14,145,16,-195
15-12-27.596,-126,242,-174,149,15,-193
15-12-27.606,-265,477,-241,153,13,-194
15-12-27.615,-1347,483,872,156,12,-189
15-12-27.624,-955,202,1135,160,10,-187
15-12-27.636,-734,436,774,164,8,-185
15-12-27.645,-690,351,399,168,5,-184
15-12-27.655,-561,229,203,170,2,-181
15-12-27.665,-442,199,151,174,0,-181
15-12-27.675,-381,157,235,175,-1,-179
15-12-27.684,-363,164,545,178,-3,-182
15-12-27.696,-348,249,683,179,-5,-183
15-12-27.706,-214,251,542,182,-10,-182
15-12-27.716,-151,151,298,183,-13,-182
15-12-27.726,-76,24,105,184,-15,-186
15-12-27.738,-178,-59,89,186,-18,-185
15-12-27.746,-278,-117,13,185,-20,-186
15-12-27.756,-221,-201,-160,185,-20,-188
15-12-27.766,-287,-253,-190,185,-21,-192
15-12-27.776,-333,-295,-83,185,-19,-192
15-12-27.786,-213,-297,-219,182,-18,-198
15-12-27.796,-292,-198,-142,181,-17,-198
15-12-27.807,-321,-98,-206,181,-15,-201
15-12-27.817,-282,-69,-332,180,-13,-204
15-12-27.825,-225,-105,-443,179,-11,-207
15-12-27.835,-179,-128,-420,179,-8,-211
15-12-27.847,-140,-5,-300,177,-5,-213
15-12-27.855,-195,0,-266,177,-3,-216
15-12-27.865,-150,-158,-214,176,0,-216
15-12-27.877,-146,-118,-174,175,2,-217
15-12-27.885,-84,-125,6,174,4,-219
15-12-27.895,311,776,320,173,5,-221
15-12-27.905,848,696,305,179,4,-219
15-12-27.915,385,120,512,179,2,-216
15-12-27.925,489,364,197,181,0,-218
15-12-27.935,608,215,-368,182,-2,-218
15-12-27.945,498,75,-339,182,-3,-215
15-12-27.955,455,-72,-409,182,-4,-218
15-12-27.965,203,-5,-124,182,-4,-219
15-12-27.975,-109,81,107,182,-4,-218
15-12-27.985,-118,-228,15,181,-3,-220
15-12-27.995,-4,-125,194,179,-3,-219
15-12-28.005,51,-37,246,179,-3,-220
15-12-28.015,24,-179,190,179,-4,-216
15-12-28.025,-546,432,-98,179,-4,-220
15-12-28.035,-867,132,129,178,-2,-221
15-12-28.045,-457,868,187,182,0,-222
15-12-28.055,21,-31,-88,182,0,-218
15-12-28.065,-45,-48,8,182,0,-221
15-12-28.075,-50,-146,-53,182,1,-216
15-12-28.085,3,-51,191,180,1,-221
15-12-28.094,-8,-62,95,182,0,-219
15-12-28.106,61,53,151,181,0,-219
15-12-28.115,73,97,2,180,0,-216
15-12-28.124,21,17,-71,182,0,-219
15-12-28.136,108,116,-86,179,0,-216
15-12-28.146,14,0,5,180,0,-216
15-12-28.156,18,-5,9,180,0,-219
15-12-28.165,18,-5,16,181,0,-219
15-12-28.175,13,0,15,181,-1,-216
15-12-28.185,7,-2,14,180,-1,-216
15-12-28.195,9,0,23,181,0,-220
15-12-28.204,16,0,82,180,0,-217
15-12-28.216,39,-2,87,180,-2,-216
15-12-28.226,41,0,138,181,-2,-218
15-12-28.236,38,-4,132,181,-3,-216
15-12-28.246,26,-7,101,181,-3,-216
15-12-28.256,0,0,67,181,-3,-218
15-12-28.265,4,-1,45,182,-4,-218
15-12-28.275,0,0,45,182,-3,-218
15-12-28.284,3,0,43,181,-4,-219
15-12-28.296,5,0,46,182,-4,-219
15-12-28.306,8,-1,63,181,-4,-216
15-12-28.316,5,3,32,181,-5,-219
15-12-28.326,1,0,27,180,-5,-216
15-12-28.336,2,0,8,181,-5,-217
15-12-28.345,3,-1,3,181,-5,-219
15-12-28.355,4,0,0,182,-5,-219
15-12-28.364,0,0,-3,181,-5,-216
15-12-28.375,4,0,0,181,-5,-218
15-12-28.385,3,2,2,182,-5,-218
15-12-28.395,3,-2,3,181,-5,-220
15-12-28.405,1,5,2,182,-5,-219
15-12-28.415,0,0,4,181,-4,-219
15-12-28.424,1,-1,0,181,-5,-219
15-12-28.436,-1,3,2,182,-5,-219
15-12-28.446,0,-2,0,181,-5,-219
15-12-28.456,1,3,0,181,-5,-218
15-12-28.466,-3,5,0,182,-5,-218
15-12-28.476,1,6,-3,182,-4,-217
15-12-28.486,1,-2,0,181,-5,-216
15-12-28.496,1,5,-2,182,-5,-217
15-12-28.506,1,1,2,180,-5,-218
15-12-28.516,1,-3,0,181,-5,-215
15-12-28.526,-1,0,0,183,-5,-218
15-12-28.536,2,1,0,182,-5,-218
15-12-28.546,-1,-2,-3,181,-5,-214
15-12-28.556,0,0,0,181,-5,-214
15-12-28.566,0,2,0,181,-5,-220
15-12-28.576,2,0,0,180,-5,-217
15-12-28.586,0,3,0,180,-5,-215
15-12-28.596,0,-4,0,183,-5,-215
15-12-28.606,-1,-2,2,182,-5,-219
15-12-28.616,0,2,-1,181,-5,-219
15-12-28.626,0,2,0,181,-5,-220
15-12-28.636,0,4,-2,181,-5,-219
15-12-28.646,-1,0,3,182,-5,-220
15-12-28.656,1,-1,1,182,-5,-216
15-12-28.666,0,-2,0,181,-4,-219
15-12-28.676,3,-2,-1,181,-5,-220
15-12-28.686,3,2,0,181,-5,-219
15-12-28.696,3,2,-3,181,-5,-219
15-12-28.706,-1,0,-1,182,-5,-218
15-12-28.717,3,2,-1,182,-5,-217
15-12-28.725,0,0,0,182,-5,-218
15-12-28.737,0,3,3,182,-6,-218
15-12-28.745,-1,1,1,181,-5,-219
15-12-28.755,-2,-2,0,181,-5,-218
15-12-28.765,0,3,0,181,-5,-218
15-12-28.775,0,-2,0,181,-5,-214
15-12-28.785,-2,5,0,182,-5,-217
15-12-28.795,0,1,-1,181,-5,-217
15-12-28.804,1,2,3,181,-5,-217
15-12-28.815,-1,-1,0,181,-5,-217
15-12-28.825,0,0,2,180,-5,-218
15-12-28.834,0,3,0,181,-5,-216
15-12-28.845,-2,1,2,180,-5,-219
15-12-28.854,4,1,2,181,-5,-217
15-12-28.865,0,1,3,182,-5,-219
15-12-28.875,4,3,-2,181,-5,-218
15-12-28.884,3,0,0,181,-5,-217
15-12-28.895,0,0,0,181,-5,-218
15-12-28.904,0,0,-2,182,-5,-216
15-12-28.916,-1,0,0,182,-5,-219
15-12-28.925,1,-3,-1,182,-5,-219
15-12-28.934,1,3,-1,181,-5,-217
15-12-28.945,6,-2,0,180,-5,-218
15-12-28.955,3,-2,0,182,-5,-220
15-12-28.964,1,-2,0,181,-5,-218
15-12-28.975,1,3,0,181,-5,-220
15-12-28.985,0,1,1,182,-5,-219
15-12-28.995,-1,0,2,183,-5,-219
15-12-29.005,-7,-4,2,182,-5,-217
15-12-29.014,0,-1,-2,182,-5,-219
15-12-29.026,-1,-3,0,181,-5,-219
15-12-29.036,-2,-4,-1,182,-5,-219
15-12-29.046,-2,0,0,182,-5,-219
15-12-29.056,-2,-6,2,182,-5,-220
15-12-29.065,-2,-1,0,181,-5,-219
15-12-29.074,0,-2,-3,181,-5,-218
15-12-29.085,0,-4,-2,182,-5,-220
15-12-29.094,1,0,-2,182,-5,-218
15-12-29.106,0,2,1,182,-4,-219
15-12-29.115,3,5,-2,180,-5,-219
15-12-29.125,3,0,0,181,-5,-216
15-12-29.135,1,-1,-2,182,-5,-217
15-12-29.143,3,1,2,181,-5,-219
15-12-29.154,-2,4,1,181,-5,-219
15-12-29.166,-1,-3,-1,182,-5,-216
15-12-29.176,0,0,-2,181,-5,-215
15-12-29.185,0,0,-1,181,-5,-220
15-12-29.195,0,3,1,181,-5,-219
15-12-29.204,-1,5,-2,182,-5,-216
15-12-29.215,-2,5,0,181,-5,-217
15-12-29.225,0,0,1,181,-5,-218
15-12-29.235,3,5,0,181,-5,-218
15-12-29.244,0,0,-1,180,-5,-217
15-12-29.256,-1,2,-2,181,-5,-218
15-12-29.265,2,0,-2,182,-5,-216
15-12-29.275,0,3,-2,182,-5,-218
15-12-29.284,0,0,0,182,-5,-216
15-12-29.296,3,0,-2,182,-5,-217
15-12-29.306,2,0,0,181,-4,-218
15-12-29.316,-1,-1,2,182,-5,-219
15-12-29.326,-2,-2,-2,189,-4,-221
15-12-29.336,-3,3,1,182,-5,-219
15-12-29.346,1,0,2,182,-5,-216
15-12-29.356,0,0,2,181,-5,-217
15-12-29.365,-1,0,-2,182,-5,-218
15-12-29.375,-1,-4,0,181,-5,-217
15-12-29.385,-1,-4,-8,181,-5,-220
15-12-29.395,6,0,-23,182,-5,-219
15-12-29.404,11,-8,-32,182,-5,-217
15-12-29.415,1,-16,-162,182,-4,-219
15-12-29.424,-57,-19,-225,182,-4,-219
15-12-29.436,22,10,-382,182,-3,-219
15-12-29.446,-104,5,-431,181,-1,-220
15-12-29.456,-83,-21,-349,182,0,-218
15-12-29.466,449,-281,-436,181,2,-220
15-12-29.476,1176,578,16,182,0,-216
15-12-29.485,1244,146,-102,183,-3,-215
15-12-29.495,673,575,-116,184,-5,-215
15-12-29.503,552,1069,46,188,-6,-213
15-12-29.515,205,865,217,191,-7,-209
15-12-29.524,-294,58,672,193,-8,-207
15-12-29.535,20,-45,223,192,-7,-209
15-12-29.544,-17,-43,81,190,-7,-207
15-12-29.556,-26,-174,75,190,-5,-204
15-12-29.566,68,-118,23,189,-4,-205
15-12-29.576,291,-142,-149,187,-3,-203
15-12-29.585,470,-260,-240,186,-1,-201
15-12-29.594,521,-340,-195,183,0,-200
15-12-29.606,536,-261,-110,181,0,-200
15-12-29.616,564,-220,22,181,0,-200
15-12-29.625,650,-319,111,180,0,-198
15-12-29.635,627,-356,200,178,1,-196
15-12-29.645,396,-373,238,174,2,-198
15-12-29.653,128,-373,300,171,2,-200
15-12-29.665,87,-478,235,168,4,-198
15-12-29.674,205,-447,121,166,5,-198
15-12-29.687,177,-368,79,160,7,-199
15-12-29.694,209,-354,81,157,9,-201
15-12-29.706,368,-287,67,154,11,-201
15-12-29.715,454,-217,39,151,14,-202
15-12-29.724,604,-376,187,145,15,-201
15-12-29.735,340,193,260,142,17,-206
15-12-29.745,494,-399,636,139,17,-206
15-12-29.755,409,120,553,135,19,-210
15-12-29.765,641,13,352,134,20,-213
15-12-29.775,503,-215,664,129,20,-213
15-12-29.784,296,-282,807,126,19,-219
15-12-29.796,471,-456,826,122,20,-222
15-12-29.806,229,-790,1150,117,20,-226
15-12-29.816,249,-499,995,111,20,-231
15-12-29.826,391,-607,1301,106,19,-236
15-12-29.836,493,-432,1240,101,18,-241
15-12-29.846,675,-410,1216,96,16,-245
15-12-29.855,768,-447,1232,92,13,-251
15-12-29.865,786,-542,1241,89,9,-255
15-12-29.875,887,-585,1293,83,5,-262
15-12-29.885,860,-544,1363,79,0,-268
15-12-29.895,892,-525,1433,72,-3,-272
15-12-29.905,979,-562,1507,67,-9,-278
15-12-29.915,1057,-641,1518,60,-15,-284
15-12-29.925,1076,-673,1533,54,-22,-288
15-12-29.935,985,-795,1617,47,-28,-291
15-12-29.945,887,-920,1712,40,-34,-294
15-12-29.955,865,-1030,1758,29,-39,-300
15-12-29.965,817,-1199,1753,19,-44,-303
15-12-29.974,805,-1366,1833,9,-49,-306
15-12-29.986,911,-1529,1902,-4,-53,-304
15-12-29.996,1047,-1599,2004,-17,-57,-306
15-12-30.006,1143,-1580,2121,-32,-61,-309
15-12-30.016,1197,-1612,2218,-45,-65,-308
15-12-30.026,1176,-2125,2375,-64,-67,-306
15-12-30.036,1386,-1883,2401,-82,-70,-304
15-12-30.046,1049,-1559,2407,-98,-71,-300
15-12-30.056,841,-1178,2204,-113,-70,-294
15-12-30.066,985,-950,2077,-124,-67,-292
15-12-30.076,1201,-875,2102,-135,-64,-288
15-12-30.086,1439,-841,2316,-147,-61,-286
15-12-30.097,1636,-766,2351,-157,-58,-286
15-12-30.105,1912,-588,2135,-169,-55,-278
15-12-30.115,2138,-630,2223,-178,-52,-277
15-12-30.125,2227,-556,2292,-186,-50,-273
15-12-30.135,2299,-441,2299,-194,-46,-271
15-12-30.145,2398,-351,2226,-203,-42,-268
15-12-30.155,2216,-558,2331,-211,-38,-267
15-12-30.165,2200,-496,2308,-219,-31,-267
15-12-30.175,2181,-663,2222,-228,-24,-265
15-12-30.185,1715,-817,2276,-236,-16,-265
15-12-30.194,1264,-818,2494,-245,-4,-267
15-12-30.206,1230,-650,2637,-251,9,-271
15-12-30.216,1640,-416,2461,-257,25,-272
15-12-30.225,1983,-284,1969,-262,40,-277
15-12-30.235,2124,-241,1556,-265,49,-280
15-12-30.245,2059,-140,1250,-267,57,-291
15-12-30.254,2100,-57,1121,-272,64,-297
15-12-30.265,2159,97,1040,-272,70,-309
15-12-30.274,2255,263,952,-273,75,-321
15-12-30.285,2490,442,816,-273,79,-337
15-12-30.295,2602,598,710,-271,82,-354
15-12-30.305,2271,574,687,-270,83,-376
15-12-30.316,1923,586,813,-270,83,-376
15-12-30.325,1576,573,1004,-267,86,-396
15-12-30.335,1366,715,1068,-264,93,-422
15-12-30.344,1702,959,853,-259,102,-448
15-12-30.355,2007,1236,639,-250,113,-478
15-12-30.365,2017,1489,422,-238,118,-510
15-12-30.375,1757,1665,330,-219,123,-547
15-12-30.384,1328,1413,282,-198,126,-591
15-12-30.396,947,857,120,-174,132,-633
15-12-30.405,687,769,-118,-157,140,-676
15-12-30.414,670,829,-273,-142,151,-715
15-12-30.426,882,968,-418,-124,167,-756
15-12-30.436,969,1128,-534,-103,179,-801
15-12-30.446,1043,1130,-559,-76,192,-846
15-12-30.456,1331,998,-685,-45,206,-896
15-12-30.465,1645,993,-844,-15,220,-950
15-12-30.475,1815,1216,-953,18,229,-1006
15-12-30.485,1927,1336,-1126,60,239,-1070
15-12-30.494,1655,1267,-1213,115,251,-1144
15-12-30.504,1482,1579,-1085,175,270,-1223
15-12-30.516,1247,2194,-945,255,301,-1308
15-12-30.526,1080,2617,-512,368,348,-1401
15-12-30.536,806,2699,-674,517,408,-1493
15-12-30.546,431,2532,-633,685,486,-1573
15-12-30.556,-76,2032,-567,860,586,-1639
15-12-30.565,-427,1545,-415,1026,705,-1683
15-12-30.574,-911,1321,-352,1178,840,-1708
15-12-30.586,-1401,1186,-324,1321,992,-1711
15-12-30.596,-2068,1028,-323,1449,1161,-1680
15-12-30.606,-2971,988,-304,1567,1355,-1607
15-12-30.616,-3779,580,524,1670,1564,-1473
15-12-30.625,-4127,363,954,1788,1750,-1254
15-12-30.635,-4503,490,828,1911,1898,-1014
15-12-30.644,-5233,354,890,2019,2006,-723
15-12-30.656,-5753,229,864,2117,2075,-405
15-12-30.666,-6194,84,1195,2207,2085,-49
15-12-30.676,-6393,325,1306,2297,2016,333
15-12-30.686,-6551,298,1473,2372,1868,746
15-12-30.696,-7050,691,1544,2426,1639,1147
15-12-30.706,-7988,922,1654,2434,1329,1525
15-12-30.714,-8784,601,1667,2401,932,1832
15-12-30.726,-9137,578,1412,2326,488,1986
15-12-30.736,-8895,609,1373,2214,56,2006
15-12-30.746,-7930,633,1300,2079,-324,1904
15-12-30.755,-6566,436,1086,1929,-623,1725
15-12-30.764,-6251,-79,965,1804,-832,1534
15-12-30.775,-7785,-664,858,1701,-992,1338
15-12-30.784,-5397,-1344,1462,1606,-1133,1059
15-12-30.795,-1216,-1500,1803,1485,-1206,801
15-12-30.805,-3529,-2242,1769,1383,-1216,645
15-12-30.816,-3335,-1501,1454,1283,-1224,457
15-12-30.826,-2371,-510,571,1204,-1217,323
15-12-30.836,-2094,-129,-110,1154,-1196,256
15-12-30.845,-2491,-65,-321,1123,-1171,213
15-12-30.855,-2554,493,40,1089,-1148,198
15-12-30.864,-3372,908,411,1039,-1133,185
15-12-30.875,-3364,1164,473,988,-1122,167
15-12-30.885,-4050,1355,336,944,-1117,147
15-12-30.894,-4446,1278,-188,926,-1121,121
15-12-30.906,-4938,1209,-503,929,-1130,69
15-12-30.916,-3335,1000,-1147,957,-1142,8
15-12-30.926,-2282,1152,-1583,1011,-1153,-26
15-12-30.935,-2128,1354,-1915,1086,-1166,-52
15-12-30.944,-2250,1509,-2137,1181,-1174,-69
15-12-30.956,-1675,1468,-2438,1293,-1178,-96
15-12-30.966,-1472,1324,-2785,1439,-1173,-110
15-12-30.975,-1535,1393,-2678,1603,-1159,-122
15-12-30.985,-2299,838,-2161,1758,-1136,-141
15-12-30.995,-3060,384,-2038,1894,-1098,-192
15-12-31.003,-2892,97,-2029,1894,-1098,-192
15-12-31.017,-2216,-195,-2258,2021,-1035,-274
15-12-31.024,-1299,-342,-2629,2151,-944,-374
15-12-31.035,56,-649,-2973,2278,-821,-483
15-12-31.045,738,-806,-3118,2385,-657,-586
15-12-31.054,1175,-341,-2945,2454,-470,-697
15-12-31.066,1200,74,-2636,2492,-276,-779
15-12-31.076,1112,210,-2447,2516,-99,-833
15-12-31.085,897,697,-2312,2530,53,-858
15-12-31.095,1063,2075,-2700,2563,195,-872
15-12-31.105,1437,1502,-1645,2615,348,-836
15-12-31.115,1380,1650,-1850,2660,482,-763
15-12-31.125,2079,1477,-1779,2698,621,-712
15-12-31.135,3438,1836,-1580,2715,766,-649
15-12-31.147,3596,2316,-1281,2732,901,-590
15-12-31.155,4895,3462,9,2757,1024,-516
15-12-31.165,7397,3534,14,2814,1102,-352
15-12-31.175,8241,3974,-449,2862,1159,-245
15-12-31.185,9437,4077,-813,2875,1256,-163
15-12-31.195,11319,3944,-1285,2856,1400,-99
15-12-31.205,12428,3513,-1596,2788,1580,-103
15-12-31.215,11837,3134,-1844,2686,1756,-201
15-12-31.225,9833,2713,-1955,2548,1883,-359
15-12-31.235,8042,2117,-1869,2400,1965,-522
15-12-31.245,7324,1799,-1590,2248,2008,-674
15-12-31.255,7440,1991,-1252,2121,2007,-819
15-12-31.265,7956,2314,-1197,2029,1960,-967
15-12-31.275,7945,2389,-1390,1966,1873,-1119
15-12-31.285,7462,2338,-1709,1914,1765,-1266
15-12-31.295,6699,2733,-2066,1870,1656,-1401
15-12-31.305,6568,3244,-2820,1845,1574,-1511
15-12-31.315,5918,3105,-3111,1815,1534,-1571
15-12-31.325,4764,2963,-3402,1772,1524,-1609
15-12-31.335,3538,2802,-3438,1716,1556,-1627
15-12-31.347,3000,2787,-3438,1642,1619,-1605
15-12-31.355,2404,2848,-3703,1557,1694,-1561
15-12-31.365,2133,3074,-3990,1441,1785,-1493
15-12-31.376,2053,3312,-4154,1299,1880,-1385
15-12-31.386,847,3174,-4108,1132,1959,-1256
15-12-31.396,-389,3182,-3802,938,2027,-1088
15-12-31.408,-1127,3205,-3417,739,2069,-875
15-12-31.416,-1775,3237,-3323,539,2068,-647
15-12-31.426,-2805,2964,-3324,334,2012,-401
15-12-31.436,-4519,2673,-3258,136,1900,-151
15-12-31.446,-5775,2507,-3111,-30,1732,110
15-12-31.456,-7037,2342,-2763,-155,1518,355
15-12-31.466,-7814,2230,-2157,-228,1278,542
15-12-31.476,-8469,2246,-1436,-255,1035,674
15-12-31.486,-9020,2121,-962,-253,801,749
15-12-31.495,-8473,2119,-606,-236,593,778
15-12-31.505,-7919,2052,-340,-213,422,759
15-12-31.515,-7722,1843,-345,-189,287,723
15-12-31.525,-7171,1333,-408,-164,178,679
15-12-31.534,-6272,916,-506,-140,97,629
15-12-31.546,-5958,652,-624,-117,37,590
15-12-31.556,-5652,530,-1038,-101,-10,556
15-12-31.565,-5187,437,-1139,-86,-51,530
15-12-31.575,-4474,401,-1089,-75,-83,505
15-12-31.584,-3672,251,-1018,-65,-110,488
15-12-31.596,-3334,194,-1155,-59,-131,474
15-12-31.606,-4111,29,-1399,-51,-151,466
15-12-31.615,-5059,-212,-1600,-42,-179,460
15-12-31.625,-6276,-213,-1794,-30,-214,446
15-12-31.635,-7591,-37,-1769,-20,-258,423
15-12-31.645,-7479,305,-1689,-9,-302,390
15-12-31.655,-6402,600,-1641,0,-343,350
15-12-31.665,-4819,664,-1764,6,-375,317
15-12-31.674,-4305,266,-2177,17,-401,294
15-12-31.685,-4137,33,-2946,17,-401,294
15-12-31.695,-3222,523,-3469,36,-430,275
15-12-31.705,-3616,1367,-3170,58,-462,255
15-12-31.714,-4595,2472,-2702,76,-495,244
15-12-31.725,-4418,3091,-2462,88,-534,230
15-12-31.735,-3325,3127,-2279,98,-575,208
15-12-31.745,-2114,3121,-2282,109,-616,192
15-12-31.755,-756,2887,-2477,121,-653,184
15-12-31.765,1030,2366,-2795,141,-690,191
15-12-31.775,3025,1594,-3091,167,-722,215
15-12-31.785,5109,961,-3343,201,-747,259
15-12-31.795,6331,708,-3884,246,-759,335
15-12-31.805,6771,431,-4580,303,-753,438
15-12-31.814,7434,-577,-4945,379,-724,555
15-12-31.826,7219,-1828,-4724,476,-661,684
15-12-31.836,6927,-2455,-4204,597,-563,810
15-12-31.846,6671,-2372,-3403,723,-437,911
15-12-31.856,6430,-1670,-2672,837,-282,985
15-12-31.866,6991,-671,-2320,917,-113,1041
15-12-31.875,8129,-10,-2376,953,74,1063
15-12-31.885,9306,89,-2334,952,295,1055
15-12-31.894,9417,-213,-2092,929,539,1000
15-12-31.905,9793,-285,-1968,900,769,896
15-12-31.914,10097,-422,-1722,867,966,743
15-12-31.925,8899,-353,-1059,839,1125,553
15-12-31.935,7298,-96,-492,826,1225,368
15-12-31.944,6638,96,-661,828,1273,211
15-12-31.955,7163,655,-1986,801,1296,69
15-12-31.965,6397,378,-1865,744,1306,-74
15-12-31.975,5531,642,-2343,683,1290,-204
15-12-31.985,5413,703,-2701,610,1266,-306
15-12-31.994,5050,705,-2892,529,1231,-396
15-12-32.006,4598,723,-2866,449,1188,-477
15-12-32.015,4215,854,-2909,379,1143,-542
15-12-32.025,3855,1225,-2992,317,1097,-592
15-12-32.036,3447,1611,-2806,270,1053,-637
15-12-32.046,3028,2102,-2679,237,1015,-668
15-12-32.056,2520,2601,-2557,221,987,-691
15-12-32.065,2412,2905,-2582,215,968,-697
15-12-32.075,2978,2962,-2886,209,955,-690
15-12-32.085,3146,2738,-3095,200,934,-688
15-12-32.095,2663,2544,-3237,183,911,-691
15-12-32.105,1242,2016,-3003,163,889,-697
15-12-32.115,-924,1673,-2560,138,883,-685
15-12-32.124,-2535,1535,-2245,116,901,-649
15-12-32.135,-3032,1993,-1944,95,934,-583
15-12-32.144,-3011,2562,-1608,85,965,-502
15-12-32.154,-3076,2518,-1501,76,991,-415
15-12-32.165,-3680,2409,-1451,63,1005,-319
15-12-32.174,-4426,2198,-1236,47,1012,-212
15-12-32.185,-5529,2169,-431,37,1005,-95
15-12-32.194,-6732,1806,478,45,988,43
15-12-32.206,-7211,860,726,57,950,195
15-12-32.216,-7540,47,721,73,896,341
15-12-32.226,-8922,-694,685,92,826,478
15-12-32.235,-10376,-1335,522,118,734,626
15-12-32.244,-11105,-1744,302,151,613,769
15-12-32.255,-10991,-1789,68,188,470,883
15-12-32.265,-10178,-1481,-334,220,322,950
15-12-32.275,-8248,-1330,-555,251,185,977
15-12-32.285,-4919,-1904,-965,289,93,957
15-12-32.294,-3348,-1517,-1390,329,47,954
15-12-32.306,-2209,-1550,-1708,372,29,962
15-12-32.316,-1682,-2246,-2301,428,33,980
15-12-32.326,-1393,-2861,-2445,505,50,1002
15-12-32.336,-418,-2370,-1758,575,84,1020
15-12-32.346,950,-2178,-1548,643,126,1020
15-12-32.356,3278,-2050,-1648,699,208,997
15-12-32.365,5252,-2156,-1432,745,334,957
15-12-32.375,5818,-2359,-1362,745,334,957
15-12-32.385,5659,-2428,-1314,788,479,895
15-12-32.395,5157,-2991,-1406,820,617,810
15-12-32.405,4270,-3774,-1520,849,742,702
15-12-32.415,1334,-1416,-1295,872,851,576
15-12-32.425,1378,-2983,-1148,861,919,502
15-12-32.435,968,-3394,-1341,860,973,427
15-12-32.445,553,-3783,-794,860,1029,338
15-12-32.457,586,-4487,-492,873,1081,248
15-12-32.465,679,-5315,-545,889,1129,146
15-12-32.475,958,-5343,-563,893,1172,23
15-12-32.485,2138,-5264,-666,879,1211,-119
15-12-32.495,3298,-5044,-1169,836,1240,-270
15-12-32.505,3957,-4379,-1513,751,1243,-439
15-12-32.515,4357,-4933,-1328,638,1222,-603
15-12-32.533,4912,-5019,-981,501,1169,-763
15-12-32.537,4599,-4527,-26,354,1077,-912
15-12-32.545,5120,-3769,232,220,965,-1035
15-12-32.555,5860,-3244,516,105,829,-1123
15-12-32.567,6593,-2516,374,3,669,-1187
15-12-32.575,7320,-1612,-256,-77,485,-1224
15-12-32.585,7581,-265,-754,-133,290,-1238
15-12-32.597,5717,-484,-1013,-159,97,-1242
15-12-32.605,5375,-1316,-2088,-189,-52,-1237
15-12-32.615,5450,-3077,-5422,-234,-178,-1175
15-12-32.625,1654,-2074,-1110,-289,-312,-1152
15-12-32.635,2077,-2605,-3706,-342,-333,-1111
15-12-32.647,-212,-1390,-1992,-377,-376,-1061
15-12-32.655,-760,-1626,-2475,-407,-381,-1042
15-12-32.665,-369,-1053,-3009,-426,-377,-1011
15-12-32.677,-724,-810,-3229,-435,-383,-987
15-12-32.685,-552,-602,-3324,-435,-386,-968
15-12-32.695,-250,-102,-3291,-432,-393,-951
15-12-32.707,768,-9,-3633,-420,-403,-937
15-12-32.715,1039,1,-3969,-401,-428,-914
15-12-32.725,374,-55,-4170,-376,-457,-899
15-12-32.735,-441,-109,-4524,-354,-475,-903
15-12-32.745,-472,-87,-4860,-329,-482,-914
15-12-32.755,-560,-60,-4834,-301,-486,-924
15-12-32.765,-623,114,-4744,-274,-483,-941
15-12-32.776,-2433,-243,-4317,-248,-477,-958
15-12-32.786,-1286,88,-5263,-228,-444,-989
15-12-32.796,-1731,572,-5308,-210,-408,-1024
15-12-32.806,-1382,1042,-5217,-177,-368,-1053
