Time,ID,AccRawX, AccRawY, AccRawZ,GyoRawX, GyoRawY, GyoRawZ,MagRawX, MagRawY, MagRawZ,Pitch, Roll, Yaw,Test8F[0], Test8F[1], Test8F[2], Test8F[3], Test8F[4], Test8F[5], Test8F[6], Test8F[7]
16-12-02.217,7,73,-660,-729,33,-954,-114,62,-21,-27,2.35,42.51,78.8,0,0,-60.61774,0.04311972,1,0,38.54765,0.01880804
16-12-02.236,7,86,-657,-747,37,-1002,-239,73,-19,-28,1.2,42.52,77.2,0,0,-60.78117,0.024473,1,0,38.87942,0.01881082
16-12-02.258,7,17,-654,-719,140,-634,-182,83,-17,-30,0.28,42.66,75.7,0,0,-60.95771,0.02155365,1,0,38.74274,0.0188136
16-12-02.278,7,-43,-669,-722,92,-682,-136,94,-14,-28,-0.49,42.94,74.6,0,0,-60.73099,0.06963123,1,0,38.36681,0.01881638
16-12-02.297,7,-33,-670,-772,-43,-496,-208,100,-17,-28,-1.09,43,73.6,0,0,-60.21719,0.05476066,1,0,39.15418,0.01881916
16-12-02.316,7,-16,-671,-787,-97,-499,-194,109,-11,-32,-1.51,42.85,72.6,0,0,-61.10614,0.04166287,1,0,39.04851,0.01882194
16-12-02.336,7,-54,-668,-754,-39,-484,-127,114,-14,-28,-2.06,42.73,71.6,0,0,-60.63531,0.01793012,1,0,38.94326,0.01882472
16-12-02.355,7,-89,-654,-699,72,-251,-67,124,-16,-31,-2.43,42.8,71,0,0,-60.08091,0.05811822,1,0,38.99686,0.0188275
16-12-02.376,7,-74,-661,-714,36,-372,-71,123,-16,-31,-2.79,42.96,70.5,0,0,-60.11835,0.04994606,1,0,39.03593,0.01883028
16-12-02.396,7,-40,-662,-760,-7,-357,-152,122,-11,-35,-3.22,43.01,69.9,0,0,-61.04816,0.04108596,1,0,38.6574,0.01883305
16-12-02.415,7,-11,-660,-755,5,-301,-247,130,-11,-37,-3.42,43.05,69.1,0,0,-60.77306,0.04678217,1,0,38.3733,0.01883583
16-12-02.436,7,-38,-666,-742,10,-250,-233,128,-8,-36,-3.42,43.11,68.4,0,0,-61.13778,0.01986631,1,0,38.75295,0.01883861
16-12-02.458,7,-105,-684,-753,-25,-262,-150,133,-14,-38,-3.57,43.12,67.7,0,0,-60.26987,0.03667292,1,0,38.35052,0.01884139
16-12-02.476,7,-115,-675,-743,-7,-222,-64,138,-15,-33,-3.75,43.12,67.3,0,0,-59.83789,0.0480266,1,0,38.92039,0.01884417
16-12-02.498,7,-54,-659,-760,-61,-226,-141,143,-11,-37,-3.97,43.09,66.8,0,0,-60.32545,0.03074915,1,0,38.73915,0.01884695
16-12-02.517,7,-18,-653,-774,-134,-307,-246,145,-12,-36,-4.06,42.92,66.1,0,0,-60.21284,0.06149296,1,0,38.8175,0.01884973
16-12-02.538,7,-48,-657,-754,-113,-379,-250,149,-12,-33,-4.21,42.72,65.3,0,0,-60.22842,0.02507476,1,0,39.21288,0.01885251
16-12-02.556,7,-100,-653,-717,-54,-328,-220,152,-12,-35,-4.42,42.6,64.5,0,0,-60.25619,0.04473663,1,0,39.16761,0.01885529
16-12-02.576,7,-141,-663,-706,40,-350,-136,153,-14,-37,-4.7,42.66,63.7,0,0,-60.07125,0.05599438,1,0,38.84344,0.01885807
16-12-02.597,7,-112,-664,-745,-2,-327,-161,161,-13,-37,-5.02,42.77,63,0,0,-59.84986,0.03067861,1,0,39.07721,0.01886084
16-12-02.618,7,-88,-655,-771,-96,-236,-231,164,-14,-42,-5.21,42.73,62.3,0,0,-59.76185,0.05292392,1,0,38.68506,0.01886362
16-12-02.637,7,-96,-650,-737,-15,-169,-244,165,-14,-41,-5.1,42.65,61.8,0,0,-59.74183,0.03020398,1,0,38.73639,0.0188664
16-12-02.658,7,-105,-652,-737,-29,-184,-249,167,-12,-40,-5.06,42.68,61.1,0,0,-59.71991,0.02475956,1,0,39.143,0.01886918
16-12-02.677,7,-114,-662,-755,-79,-172,-259,168,-12,-40,-5,42.62,60.5,0,0,-59.67826,0.01446175,1,0,39.02525,0.01887196
16-12-02.697,7,-151,-682,-744,-27,-184,-114,173,-11,-39,-4.95,42.53,60,0,0,-59.61074,0.02715833,1,0,38.95105,0.01887474
16-12-02.715,7,-154,-688,-756,-35,-232,0,176,-14,-42,-5.23,42.54,59.7,0,0,-59.23663,0.03996165,1,0,38.9032,0.01887752
16-12-02.738,7,-98,-673,-802,-165,-387,-16,176,-11,-41,-5.66,42.37,59.3,0,0,-59.91749,0.03412486,1,0,38.80898,0.0188803
16-12-02.757,7,-60,-652,-804,-252,-399,-99,181,-13,-45,-6.23,42,58.6,0,0,-59.99148,0.07213729,1,0,38.97943,0.01888308
16-12-02.778,7,-81,-642,-759,-235,-289,-167,185,-16,-43,-6.54,41.58,57.9,0,0,-59.8727,0.04329179,1,0,39.32064,0.01888586
16-12-02.795,7,-120,-635,-721,-140,-155,-148,186,-22,-43,-6.62,41.24,57.4,0,0,-59.32986,0.05409727,1,0,38.94415,0.01888864
16-12-02.818,7,-135,-648,-732,-84,-252,-94,188,-18,-44,-6.77,41.11,56.9,0,0,-59.95822,0.04347376,1,0,38.71847,0.01889141
16-12-02.838,7,-150,-662,-779,-139,-275,-13,192,-21,-42,-7.1,40.92,56.5,0,0,-59.59303,0.03769388,1,0,38.79868,0.01889419
16-12-02.858,7,-134,-652,-796,-172,-396,-16,195,-25,-44,-7.61,40.66,56,0,0,-59.43089,0.03831099,1,0,39.38708,0.01889697
16-12-02.876,7,-122,-626,-781,-187,-378,-65,203,-25,-49,-8.16,40.37,55.4,0,0,-59.55289,0.02877533,1,0,38.93629,0.01889975
16-12-02.898,7,-151,-618,-744,-110,-408,-51,208,-25,-47,-8.64,40.16,54.9,0,0,-59.71087,0.03944981,1,0,38.70401,0.01890253
16-12-02.917,7,-179,-616,-754,-136,-364,-45,213,-29,-50,-9.2,40.01,54.3,0,0,-59.23513,0.04229656,1,0,38.55859,0.01890531
16-12-02.938,7,-186,-616,-773,-173,-376,-40,220,-29,-52,-9.69,39.79,53.7,0,0,-59.29912,0.02386826,1,0,38.81918,0.01890809
16-12-02.958,7,-205,-614,-764,-107,-499,11,226,-30,-54,-10.32,39.57,53.1,0,0,-59.19877,0.02019957,1,0,38.71743,0.01891087
16-12-02.976,7,-199,-610,-764,-88,-756,24,231,-31,-56,-11.35,39.56,52.3,0,0,-59.4616,0.0173246,1,0,38.15865,0.01891365
16-12-02.997,7,-205,-613,-807,-242,-784,4,236,-36,-59,-12.57,39.44,51.3,0,0,-59.37754,0.01615859,1,0,38.68563,0.01891643
16-12-03.017,7,-238,-607,-791,-203,-726,0,248,-40,-68,-13.74,39.16,50.4,0,0,-58.98146,0.03522892,1,0,38.8057,0.01891921
16-12-03.037,7,-288,-583,-716,-35,-679,62,255,-36,-67,-14.9,39.12,49.5,0,0,-59.75788,0.05412764,1,0,38.91183,0.01892198
16-12-03.056,7,-306,-584,-683,74,-619,54,259,-40,-72,-15.93,39.42,48.7,0,0,-59.42592,0.0897752,1,0,39.07297,0.01892476
16-12-03.077,7,-312,-597,-763,-84,-622,86,271,-37,-77,-17,39.6,48,0,0,-59.48575,0.0339461,1,0,38.87292,0.01892754
16-12-03.097,7,-312,-603,-783,-68,-633,79,282,-40,-82,-18.07,39.63,47.3,0,0,-58.99882,0.05634866,1,0,38.79707,0.01893032
16-12-03.118,7,-336,-599,-723,83,-496,108,284,-42,-88,-19.05,39.84,46.7,0,0,-59.10857,0.02272052,1,0,38.8887,0.0189331
16-12-03.137,7,-348,-587,-705,72,-462,104,291,-40,-84,-19.92,40.19,46.2,0,0,-59.45521,0.05515317,1,0,38.7326,0.01893588
16-12-03.158,7,-341,-585,-755,-47,-452,61,297,-42,-87,-20.7,40.39,45.7,0,0,-59.13275,0.02490029,1,0,39.28358,0.01893866
16-12-03.178,7,-365,-602,-785,-115,-430,81,300,-42,-94,-21.48,40.37,45.2,0,0,-59.35543,0.04107647,1,0,39.29087,0.01894144
16-12-03.198,7,-393,-604,-734,-35,-358,78,306,-45,-96,-22.18,40.37,44.8,0,0,-59.12509,0.04058903,1,0,38.91739,0.01894422
16-12-03.217,7,-416,-589,-674,92,-300,92,307,-47,-99,-22.79,40.56,44.5,0,0,-58.98381,0.05969488,1,0,38.58296,0.018947
16-12-03.239,7,-407,-571,-678,82,-272,68,309,-46,-104,-23.34,40.86,44.2,0,0,-59.07903,0.05161031,1,0,38.89042,0.01894978
16-12-03.257,7,-386,-569,-715,51,-312,44,311,-43,-102,-23.84,41.12,43.9,0,0,-59.65825,0.03175891,1,0,39.01371,0.01895255
16-12-03.278,7,-400,-577,-731,-20,-235,26,318,-45,-105,-24.31,41.28,43.5,0,0,-59.15555,0.03375341,1,0,38.66117,0.01895533
16-12-03.297,7,-432,-586,-707,26,-243,32,321,-45,-108,-24.68,41.38,43.3,0,0,-59.13539,0.02635802,1,0,39.04005,0.01895811
16-12-03.316,7,-456,-590,-685,20,-228,49,323,-46,-108,-25.11,41.55,43,0,0,-59.07678,0.04385751,1,0,38.70304,0.01896089
16-12-03.339,7,-433,-572,-687,18,-207,-8,327,-46,-114,-25.45,41.72,42.7,0,0,-58.85818,0.02574855,1,0,38.80389,0.01896367
16-12-03.356,7,-430,-580,-709,-32,-267,8,327,-43,-116,-25.81,41.84,42.3,0,0,-59.42513,0.02744025,1,0,38.83146,0.01896645
16-12-03.378,7,-446,-590,-704,-12,-218,6,332,-44,-116,-26.18,41.94,42,0,0,-59.20943,0.02168686,1,0,38.84065,0.01896923
16-12-03.398,7,-484,-598,-673,34,-218,52,331,-40,-118,-26.54,42.09,41.7,0,0,-59.99818,0.03215124,1,0,39.16091,0.01897201
16-12-03.416,7,-506,-591,-671,28,-252,116,334,-44,-123,-27.01,42.25,41.5,0,0,-59.35391,0.04429519,1,0,38.72549,0.0189734
16-12-03.437,7,-480,-575,-675,22,-252,106,337,-46,-121,-27.55,42.38,41.3,0,0,-59.30113,0.02188556,1,0,39.08635,0.01897757
16-12-03.458,7,-481,-574,-662,67,-284,115,339,-42,-126,-28.09,42.56,41.1,0,0,-59.90092,0.02431406,1,0,38.90389,0.01898034
16-12-03.477,7,-488,-581,-662,103,-306,115,344,-45,-130,-28.68,42.88,40.8,0,0,-59.38069,0.01200389,1,0,38.92271,0.01898312
16-12-03.495,7,-501,-581,-673,63,-291,134,348,-52,-130,-29.3,43.16,40.5,0,0,-58.66628,0.01720187,1,0,39.04383,0.0189859
16-12-03.518,7,-517,-591,-666,70,-312,147,347,-46,-130,-29.9,43.4,40.3,0,0,-59.7214,0.01363926,1,0,39.13293,0.01898868
16-12-03.538,7,-533,-596,-666,51,-335,190,352,-51,-135,-30.63,43.64,40,0,0,-59.18052,0.02273938,1,0,38.9828,0.01899146
16-12-03.559,7,-535,-586,-671,-11,-313,218,355,-55,-141,-31.37,43.76,39.9,0,0,-58.81175,0.01203549,1,0,38.74238,0.01899424
16-12-03.577,7,-515,-567,-660,-28,-329,187,358,-54,-142,-32.11,43.8,39.7,0,0,-59.32329,0.01546358,1,0,38.93861,0.01899702
16-12-03.598,7,-532,-565,-634,-59,-251,124,360,-56,-146,-32.82,43.88,39.4,0,0,-59.44419,0.03039774,1,0,38.79979,0.0189998
16-12-03.616,7,-600,-587,-613,-39,-404,220,367,-56,-148,-33.44,43.8,39.3,0,0,-59.51519,0.0498463,1,0,38.98223,0.01900258
16-12-03.637,7,-607,-569,-538,155,-260,155,367,-61,-150,-34.15,44.03,39.1,0,0,-59.22202,0.07073753,1,0,39.05537,0.01900536
16-12-03.658,7,-615,-550,-527,226,-320,236,372,-62,-155,-34.84,44.55,38.9,0,0,-59.03045,0.05715005,1,0,39.07775,0.01900814
16-12-03.678,7,-582,-537,-552,245,-249,153,372,-58,-160,-35.53,45.11,38.8,0,0,-59.59527,0.02804002,1,0,38.9147,0.01901091
16-12-03.696,7,-590,-560,-601,174,-310,193,371,-59,-159,-36.19,45.69,38.6,0,0,-59.79496,0.04254355,1,0,38.56938,0.01901369
16-12-03.717,7,-598,-565,-622,57,-185,124,372,-55,-160,-36.79,46,38.4,0,0,-60.66348,0.05005952,1,0,39.26169,0.01901647
16-12-03.738,7,-637,-581,-586,75,-173,140,379,-63,-168,-37.18,46.17,38.3,0,0,-59.26762,0.02215257,1,0,38.81077,0.01901925
16-12-03.759,7,-673,-593,-566,58,-153,171,384,-59,-168,-37.65,46.34,38.3,0,0,-59.78551,0.06282435,1,0,39.14312,0.01902203
16-12-03.779,7,-667,-573,-551,94,-174,197,381,-63,-168,-38.13,46.43,38.3,0,0,-59.81173,0.03243749,1,0,38.93378,0.01902481
16-12-03.797,7,-677,-557,-514,208,-208,291,385,-65,-172,-38.74,46.7,38.4,0,0,-59.59843,0.03204524,1,0,38.6747,0.01902759
16-12-03.818,7,-678,-555,-516,246,-264,347,385,-68,-172,-39.55,47.11,38.5,0,0,-59.6384,0.03127873,1,0,38.58995,0.01903037
16-12-03.836,7,-689,-543,-520,230,-274,397,385,-73,-178,-40.49,47.49,38.6,0,0,-59.29536,0.01040618,1,0,38.92929,0.01903315
16-12-03.856,7,-708,-531,-474,349,-234,429,388,-73,-183,-41.44,47.91,38.8,0,0,-59.72495,0.02682225,1,0,38.74859,0.01903593
16-12-03.879,7,-728,-529,-456,428,-204,484,391,-73,-180,-42.44,48.41,39.3,0,0,-60.14022,0.05050977,1,0,38.63373,0.01903871
16-12-03.899,7,-699,-531,-488,392,-174,421,392,-73,-183,-43.37,48.97,39.7,0,0,-60.51321,0.02009092,1,0,38.87457,0.01904148
16-12-03.917,7,-704,-539,-514,310,-119,415,396,-79,-184,-44.18,49.36,40.1,0,0,-60.11779,0.03778094,1,0,38.7464,0.01904426
16-12-03.938,7,-726,-536,-504,320,-142,438,394,-84,-188,-45.06,49.62,40.6,0,0,-59.89726,0.02900663,1,0,38.81277,0.01904704
16-12-03.957,7,-708,-526,-458,388,-89,339,398,-83,-188,-45.76,49.98,41.1,0,0,-60.3296,0.03279956,1,0,38.63644,0.01904982
16-12-03.977,7,-726,-531,-485,236,-25,335,396,-85,-188,-46.37,50.32,41.6,0,0,-60.36031,0.03376056,1,0,38.54076,0.0190526
16-12-03.999,7,-754,-541,-534,17,27,297,395,-83,-188,-46.83,50.1,42.2,0,0,-61.14315,0.0445083,1,0,38.70814,0.01905538
16-12-04.018,7,-800,-558,-532,-17,-128,430,396,-90,-188,-47.47,49.68,42.7,0,0,-60.85184,0.05529746,1,0,38.91539,0.01905816
16-12-04.039,7,-762,-526,-466,83,139,302,400,-98,-191,-48.08,49.2,43.4,0,0,-60.19688,0.04607096,1,0,38.45882,0.01906094
16-12-04.057,7,-705,-507,-474,-47,72,251,395,-100,-188,-48.24,48.61,44.3,0,0,-60.49203,0.09584481,1,0,39.17395,0.01906372
16-12-04.077,7,-741,-517,-518,-74,60,322,394,-105,-184,-48.61,47.94,45,0,0,-60.44648,0.06069723,1,0,38.41519,0.0190665
16-12-04.099,7,-793,-513,-462,65,-24,427,396,-108,-186,-49.13,47.34,45.8,0,0,-60.57338,0.05425318,1,0,38.05863,0.01906927
16-12-04.117,7,-804,-493,-434,119,0,475,396,-115,-189,-49.84,46.84,46.7,0,0,-60.20087,0.06828067,1,0,38.41402,0.01907205
16-12-04.138,7,-798,-468,-447,80,126,500,395,-116,-186,-50.44,46.14,47.9,0,0,-60.8385,0.03351679,1,0,38.6128,0.01907483
16-12-04.158,7,-836,-466,-452,87,215,610,395,-125,-184,-50.98,45.02,49.5,0,0,-60.53677,0.02978117,1,0,38.25543,0.01907761
16-12-04.177,7,-861,-457,-437,128,140,681,390,-130,-182,-51.67,43.78,51.4,0,0,-60.87861,0.03073085,1,0,38.14321,0.01908039
16-12-04.197,7,-820,-421,-445,68,354,618,385,-137,-179,-52.22,42.38,53.4,0,0,-60.96231,0.02998522,1,0,38.19153,0.01908317
16-12-04.217,7,-831,-405,-464,53,286,756,380,-144,-176,-52.55,40.54,55.9,0,0,-61.0531,0.05167335,1,0,38.26891,0.01908595
16-12-04.238,7,-860,-403,-473,120,18,876,381,-149,-180,-53.4,38.78,58.3,0,0,-61.61728,0.03644266,1,0,38.12186,0.01908873
16-12-04.259,7,-837,-377,-467,151,14,856,381,-160,-182,-54.5,37.18,60.7,0,0,-61.48821,0.02249812,1,0,38.03192,0.01909151
16-12-04.279,7,-804,-351,-496,-46,295,768,374,-170,-171,-55.2,35.23,63.2,0,0,-61.41086,0.04013455,1,0,37.78448,0.01909429
16-12-04.299,7,-820,-343,-547,-168,124,746,368,-181,-169,-55.62,32.74,65.9,0,0,-61.07721,0.05747499,1,0,37.81748,0.01909707
16-12-04.319,7,-848,-329,-513,-11,-74,714,370,-185,-173,-56.47,30.77,68,0,0,-61.96806,0.04517346,1,0,37.95939,0.01909984
16-12-04.339,7,-845,-293,-444,72,-46,725,366,-195,-169,-57.24,29.04,70.2,0,0,-61.66266,0.06280944,1,0,37.90149,0.01910262
16-12-04.359,7,-777,-239,-488,17,-57,648,361,-203,-167,-58.01,27.26,72.4,0,0,-61.53307,0.06498351,1,0,37.93002,0.0191054
16-12-04.379,7,-757,-227,-497,36,-148,454,359,-211,-168,-58.67,25.82,74.1,0,0,-61.24977,0.08623062,1,0,37.93695,0.01910818
16-12-04.400,7,-783,-218,-473,106,-147,361,361,-214,-170,-59.3,25.04,75.2,0,0,-61.37354,0.02511566,1,0,37.84879,0.01911096
16-12-04.420,7,-886,-220,-482,82,-666,621,360,-217,-173,-60.07,24.29,76.3,0,0,-61.49108,0.04934751,1,0,37.84054,0.01911374
16-12-04.439,7,-1091,-262,-461,140,-235,884,360,-224,-178,-61.63,22.46,78.7,0,0,-61.69901,0.1376556,1,0,37.65382,0.01911652
16-12-04.458,7,-949,-213,-480,58,-452,675,360,-231,-182,-62.96,20.42,81.2,0,0,-61.85276,0.1219889,1,0,37.27983,0.0191193
16-12-04.479,7,-851,-165,-456,1,-96,561,357,-233,-178,-63.68,18.45,83.5,0,0,-62.45996,0.136568,1,0,37.59167,0.01912208
16-12-04.497,7,-868,-143,-430,50,-57,457,354,-240,-181,-64.11,16.58,85.6,0,0,-62.31593,0.08719955,1,0,37.53722,0.01912486
16-12-04.518,7,-875,-124,-414,72,-37,435,353,-246,-181,-64.45,14.99,87.5,0,0,-62.11826,0.03954684,1,0,37.3989,0.01912764
16-12-04.540,7,-952,-131,-464,34,-391,689,352,-248,-186,-65.1,13.13,89.7,0,0,-62.51823,0.02083235,1,0,37.36592,0.01913041
16-12-04.559,7,-980,-119,-465,11,-495,914,351,-257,-188,-66.38,9.94,93.2,0,0,-62.61437,0.08142139,1,0,37.51411,0.0191318
16-12-04.578,7,-886,-61,-432,-17,-476,681,347,-268,-188,-67.55,6.38,97.1,0,0,-62.18041,0.06279477,1,0,37.5318,0.01913597
16-12-04.599,7,-852,-24,-348,161,-349,385,348,-276,-195,-68.55,4.19,99.6,0,0,-61.92697,0.1264197,1,0,37.52972,0.01913875
16-12-04.618,7,-888,-17,-365,120,-272,248,345,-275,-194,-69.11,2.98,101.2,0,0,-62.13125,0.07775094,1,0,37.38544,0.01914153
16-12-04.639,7,-934,-29,-397,49,-90,227,350,-281,-198,-69.6,1.91,102.6,0,0,-62.05782,0.05120096,1,0,37.77262,0.01914431
16-12-04.660,7,-920,-26,-404,-17,18,116,348,-280,-194,-69.7,0.97,103.6,0,0,-62.20965,0.04574236,1,0,37.79471,0.01914709
16-12-04.678,7,-918,-18,-386,10,-99,100,347,-276,-198,-69.86,0.41,104.1,0,0,-62.86818,0.01841457,1,0,37.38032,0.01914987
16-12-04.698,7,-939,-21,-371,22,-50,75,346,-279,-196,-69.96,0,104.6,0,0,-62.44365,0.02232786,1,0,37.49752,0.01915265
16-12-04.720,7,-968,-18,-377,-8,-102,148,348,-276,-196,-70.06,-0.63,105.3,0,0,-63.1489,0.0283876,1,0,37.53106,0.01915543
16-12-04.740,7,-952,-1,-315,199,-19,95,343,-279,-202,-70.38,-1.28,106.1,0,0,-62.64286,0.02261652,1,0,37.35711,0.01915821
16-12-04.759,7,-977,2,-340,117,-231,133,347,-284,-204,-70.7,-1.41,106.7,0,0,-62.27708,0.05427913,1,0,37.13387,0.01915959
16-12-04.779,7,-982,7,-343,108,-26,55,347,-281,-198,-70.64,-1.8,107.3,0,0,-62.67779,0.03911292,1,0,37.09952,0.01916237
16-12-04.798,7,-958,14,-336,90,82,8,348,-286,-196,-70.66,-1.88,107.7,0,0,-62.17284,0.01509771,1,0,37.47458,0.01916515
16-12-04.818,7,-921,19,-354,37,113,-46,348,-286,-195,-70.4,-1.58,107.4,0,0,-62.25172,0.03821284,1,0,37.45506,0.01916793
16-12-04.839,7,-947,7,-343,75,-26,-14,345,-285,-198,-70.36,-1.33,107.3,0,0,-62.10482,0.02678946,1,0,37.35933,0.0191721
16-12-04.859,7,-977,-2,-370,-6,-52,82,344,-283,-198,-70.35,-1.38,107.4,0,0,-62.19011,0.03054935,1,0,37.5174,0.01917488
16-12-04.880,7,-983,-3,-385,-110,14,66,344,-285,-196,-70.39,-1.98,107.9,0,0,-62.19836,0.04038799,1,0,37.21122,0.01917766
16-12-04.899,7,-962,4,-370,-102,-9,6,346,-289,-198,-70.39,-2.41,108.1,0,0,-61.92423,0.01596856,1,0,37.46129,0.01918044
16-12-04.920,7,-948,11,-344,-54,-32,-33,347,-285,-198,-70.42,-2.5,108,0,0,-62.59292,0.02941651,1,0,37.36237,0.01918322
16-12-04.939,7,-958,11,-332,-3,-75,-22,350,-286,-199,-70.53,-2.37,107.8,0,0,-62.50625,0.02522647,1,0,37.26155,0.019186
16-12-04.959,7,-977,7,-341,-1,-48,41,350,-287,-198,-70.65,-2.43,107.9,0,0,-62.31565,0.01548207,1,0,37.65556,0.01918877
16-12-04.977,7,-975,10,-349,-18,-37,30,345,-287,-198,-70.74,-2.7,108.2,0,0,-62.10371,0.01835326,1,0,37.2826,0.01919155
16-12-04.998,7,-972,10,-353,-60,-10,43,347,-285,-195,-70.78,-2.94,108.4,0,0,-62.57447,0.01065139,1,0,37.51297,0.01919433
16-12-05.019,7,-977,13,-360,-104,-42,71,345,-284,-198,-70.81,-3.5,108.8,0,0,-62.68449,0.008849608,1,0,37.71118,0.01919711
16-12-05.039,7,-959,20,-343,-68,-61,48,347,-285,-204,-70.94,-4,109.1,0,0,-62.90797,0.01297812,1,0,37.57846,0.01919989
16-12-05.059,7,-978,15,-351,-116,-123,119,349,-292,-203,-71.07,-4.72,109.7,0,0,-62.38551,0.01804515,1,0,37.46232,0.01920267
16-12-05.077,7,-1004,9,-370,-195,-161,228,345,-294,-205,-71.34,-6.15,110.9,0,0,-62.14739,0.02467178,1,0,37.45176,0.01920545
16-12-05.099,7,-1014,6,-369,-237,-171,292,346,-294,-207,-71.61,-8.29,112.7,0,0,-62.74744,0.03027092,1,0,37.20563,0.01920823
16-12-05.120,7,-1005,21,-348,-255,-174,357,340,-304,-209,-71.83,-10.92,114.9,0,0,-61.80582,0.01270629,1,0,37.68642,0.01921101
16-12-05.140,7,-986,40,-331,-239,-269,375,340,-307,-213,-72.1,-13.92,117.5,0,0,-62.0876,0.03093085,1,0,37.5598,0.01921379
16-12-05.160,7,-983,55,-312,-229,-231,451,340,-314,-214,-72.39,-17.26,120.5,0,0,-62.03955,0.0369352,1,0,37.31167,0.01921657
16-12-05.177,7,-984,73,-306,-255,-224,428,337,-320,-222,-72.51,-20.9,123.8,0,0,-62.00751,0.02264442,1,0,37.32056,0.01921934
16-12-05.199,7,-976,107,-300,-331,-210,411,335,-325,-224,-72.59,-24.47,127,0,0,-62.02061,0.02685972,1,0,37.70684,0.01922212
16-12-05.220,7,-967,131,-280,-270,-228,338,336,-331,-230,-72.66,-27.88,129.9,0,0,-62.20166,0.02947875,1,0,37.5354,0.0192249
16-12-05.240,7,-961,147,-240,-172,-240,294,332,-339,-231,-72.74,-30.82,132.5,0,0,-61.55736,0.03841688,1,0,37.59622,0.01922768
16-12-05.259,7,-964,157,-217,-110,-225,293,331,-342,-235,-72.84,-33.41,135,0,0,-61.61068,0.03900305,1,0,37.47367,0.01923046
16-12-05.279,7,-982,162,-244,-112,-270,312,328,-343,-238,-72.89,-36.19,137.7,0,0,-61.73143,0.02366281,1,0,37.54883,0.01923324
16-12-05.298,7,-986,171,-262,-178,-309,393,332,-348,-244,-72.93,-39.4,140.7,0,0,-62.18273,0.02781471,1,0,37.23942,0.01923602
16-12-05.319,7,-992,184,-277,-241,-407,433,327,-351,-251,-72.93,-43.43,144.5,0,0,-62.056,0.02418416,1,0,37.41302,0.0192388
16-12-05.340,7,-997,191,-258,-266,-411,437,324,-356,-253,-72.88,-47.84,148.6,0,0,-62.01767,0.0177058,1,0,37.20896,0.01924158
16-12-05.359,7,-987,204,-227,-261,-376,349,320,-361,-258,-72.77,-51.96,152.3,0,0,-61.80399,0.02239135,1,0,37.34289,0.01924436
16-12-05.380,7,-953,231,-196,-240,-433,180,321,-369,-265,-72.83,-55.6,155.6,0,0,-61.47871,0.04353064,1,0,37.58385,0.01924714
16-12-05.399,7,-934,259,-171,-230,-322,27,321,-366,-269,-73.11,-58.51,158.1,0,0,-61.89385,0.05689049,1,0,37.53079,0.01924991
16-12-05.418,7,-956,275,-144,-284,-315,-72,324,-365,-273,-73.46,-60.65,159.9,0,0,-62.20904,0.04410957,1,0,37.1297,0.01925269
16-12-05.440,7,-995,275,-164,-412,-337,132,324,-367,-278,-73.75,-63.31,161.9,0,0,-61.97145,0.03491504,1,0,37.27513,0.01925547
16-12-05.460,7,-1053,289,-186,-612,-417,373,320,-374,-287,-73.59,-67.44,165.2,0,0,-61.3275,0.04757528,1,0,37.57211,0.01925825
16-12-05.480,7,-1039,303,-181,-771,-449,266,320,-378,-300,-73.22,-72.38,168.8,0,0,-61.68979,0.05059528,1,0,37.86494,0.01926103
16-12-05.499,7,-964,261,-55,-639,-368,142,320,-383,-306,-73.09,-76.84,172,0,0,-61.43668,0.05198097,1,0,37.56763,0.01926381
16-12-05.520,7,-977,251,10,-374,-324,156,315,-382,-312,-72.94,-80.18,174.4,0,0,-61.32704,0.1402331,1,0,37.08261,0.01926659
16-12-05.539,7,-975,271,16,-369,-274,178,320,-390,-325,-72.73,-82.98,176.6,0,0,-61.30861,0.04883505,1,0,37.50546,0.01926937
16-12-05.560,7,-967,328,17,-307,-313,197,320,-392,-329,-72.34,-85.62,178.7,0,0,-61.52318,0.02529114,1,0,37.36987,0.01927215
16-12-05.579,7,-931,347,24,-439,-178,153,313,-393,-331,-72.01,-88.03,-179.4,0,0,-61.04548,0.04935252,1,0,37.78397,0.01927493
16-12-05.598,7,-912,294,44,-545,18,123,315,-391,-335,-71.75,-89.57,-179,0,0,-61.68847,0.03491855,1,0,37.31086,0.0192777
16-12-05.620,7,-931,232,108,9,73,-55,318,-396,-341,-71.66,-89.76,-179.3,0,0,-61.60688,0.07163945,1,0,37.43845,0.01928048
16-12-05.640,7,-975,208,85,108,125,116,313,-392,-339,-71.67,-88.93,179.9,0,0,-61.45512,0.07898524,1,0,37.45678,0.01928326
16-12-05.660,7,-1014,235,5,169,28,78,311,-395,-333,-71.43,-88.19,179.4,0,0,-61.18574,0.07405668,1,0,37.94596,0.01928604
16-12-05.680,7,-991,328,-76,58,-66,101,313,-395,-335,-71.28,-88.2,179.6,0,0,-61.52959,0.09594946,1,0,37.57422,0.01928882
16-12-05.699,7,-972,348,-53,-15,-32,187,310,-400,-334,-70.98,-88.45,-179.9,0,0,-61.08712,0.09542931,1,0,37.7367,0.0192916
16-12-05.720,7,-950,332,-20,44,-35,60,304,-398,-337,-70.72,-88.66,-179.7,0,0,-60.85117,0.05481368,1,0,37.12828,0.01929438
