Time,ID,AccRawX, AccRawY, AccRawZ,GyoRawX, GyoRawY, GyoRawZ,MagRawX, MagRawY, MagRawZ,Pitch, Roll, Yaw,Test8F[0], Test8F[1], Test8F[2], Test8F[3], Test8F[4], Test8F[5], Test8F[6], Test8F[7]
16-11-14.155,7,764,569,-31,43,11,159,-287,-240,-544,55.86,-85.01,126,0,0,-57.91602,0.02464459,1,0,39.33599,0.01217672
16-11-14.177,7,789,560,-36,-5,-11,180,-285,-238,-543,56.21,-84.92,126.1,0,0,-57.90168,0.02038616,1,0,38.91085,0.01217811
16-11-14.196,7,812,568,-40,-75,62,175,-289,-238,-544,56.56,-85.02,126.1,0,0,-58.22519,0.02301205,1,0,39.01586,0.01218089
16-11-14.217,7,837,546,-33,-54,-24,80,-287,-237,-545,56.79,-85.16,126.1,0,0,-58.16362,0.02455621,1,0,39.14245,0.01218367
16-11-14.237,7,849,530,-34,-56,-61,26,-286,-240,-542,56.9,-85.12,126.3,0,0,-58.72633,0.03017371,1,0,39.12154,0.01218644
16-11-14.258,7,837,535,-45,-38,-60,-4,-285,-235,-546,56.91,-85.03,126.5,0,0,-57.8536,0.01628576,1,0,39.24657,0.01218922
16-11-14.277,7,824,537,-47,-6,-158,-29,-289,-237,-547,56.83,-84.72,126.9,0,0,-57.80621,0.01647226,1,0,39.62188,0.01219339
16-11-14.297,7,819,549,-51,-53,-206,13,-295,-234,-544,56.77,-84.16,127.6,0,0,-57.81464,0.01657646,1,0,39.53785,0.01219616
16-11-14.317,7,824,543,-67,-147,-135,33,-294,-233,-545,56.8,-83.87,128.2,0,0,-57.47038,0.01508822,1,0,39.43813,0.01219894
16-11-14.336,7,813,525,-68,-255,-55,35,-297,-237,-541,56.84,-83.98,128.6,0,0,-58.34851,0.01740723,1,0,39.91084,0.01220172
16-11-14.357,7,817,510,-61,-393,-40,4,-296,-231,-541,56.88,-84.44,128.8,0,0,-58.08251,0.02042147,1,0,39.5267,0.0122045
16-11-14.375,7,819,520,-47,-437,28,-64,-291,-229,-542,56.8,-85.28,128.8,0,0,-58.01292,0.01524185,1,0,39.26664,0.01220727
16-11-14.396,7,822,545,-28,-457,-40,3,-291,-223,-546,56.72,-86.27,128.7,0,0,-57.41446,0.02430895,1,0,39.2246,0.01221005
16-11-14.416,7,810,565,-18,-288,6,53,-293,-225,-547,56.75,-86.91,128.8,0,0,-57.87055,0.02863431,1,0,39.45293,0.01221283
16-11-14.438,7,801,567,-2,-260,-15,212,-291,-222,-546,57.02,-87.32,128.9,0,0,-57.98204,0.02302079,1,0,39.25209,0.0122156
16-11-14.458,7,808,579,4,-290,-75,209,-299,-210,-545,57.45,-87.73,129.1,0,0,-57.63068,0.02096077,1,0,39.21078,0.01221838
16-11-14.477,7,832,566,-3,-320,-100,198,-296,-208,-549,57.83,-88.03,129.5,0,0,-57.32314,0.02015882,1,0,39.35603,0.01222116
16-11-14.496,7,839,537,-8,-316,-97,227,-293,-203,-551,58.24,-88.35,129.9,0,0,-57.0073,0.03181783,1,0,39.54024,0.01222394
16-11-14.516,7,832,534,-11,-213,-70,244,-298,-197,-551,58.68,-88.55,130.3,0,0,-56.87756,0.02247778,1,0,39.67777,0.01222671
16-11-14.537,7,823,552,-4,-149,-53,258,-300,-199,-547,59.21,-88.74,130.5,0,0,-58.00692,0.01545439,1,0,39.56761,0.01222949
16-11-14.558,7,833,532,-3,-68,-54,258,-306,-189,-547,59.71,-88.76,130.7,0,0,-57.57541,0.01746466,1,0,39.66991,0.01223227
16-11-14.577,7,834,521,0,-43,-42,215,-302,-182,-542,60.18,-88.67,130.9,0,0,-57.57714,0.02098413,1,0,39.52601,0.01223504
16-11-14.598,7,844,521,11,-141,-98,199,-299,-183,-552,60.58,-88.6,131.3,0,0,-56.71781,0.01230137,1,0,39.27825,0.01223782
16-11-14.616,7,854,492,1,-108,-122,219,-300,-179,-552,60.97,-88.45,131.8,0,0,-56.62933,0.01848361,1,0,39.54175,0.0122406
16-11-14.636,7,852,455,-10,-31,-137,259,-303,-180,-552,61.45,-88.09,132.3,0,0,-57.00698,0.0340875,1,0,39.85009,0.01224338
16-11-14.657,7,848,436,-14,-15,-170,213,-303,-175,-542,61.93,-87.5,133.1,0,0,-57.61268,0.03031093,1,0,39.70599,0.01224615
16-11-14.676,7,853,438,-16,-48,-153,231,-308,-169,-544,62.33,-86.91,133.8,0,0,-57.11642,0.0145789,1,0,39.88549,0.01224893
16-11-14.698,7,858,445,-17,-28,-123,240,-310,-163,-534,62.77,-86.4,134.5,0,0,-57.65273,0.01349706,1,0,39.77133,0.01225171
16-11-14.716,7,851,446,-9,-94,-113,263,-312,-162,-534,63.3,-86,135,0,0,-57.90461,0.01447044,1,0,39.65736,0.01225448
16-11-14.737,7,871,440,-18,-111,-73,233,-313,-162,-538,63.75,-85.76,135.5,0,0,-57.82235,0.01472948,1,0,39.79385,0.01225726
16-11-14.758,7,896,416,-32,-127,-26,252,-313,-156,-538,64.24,-85.72,135.9,0,0,-57.51609,0.02971737,1,0,40.11414,0.01226004
16-11-14.778,7,911,397,-51,-136,-7,258,-313,-151,-537,64.75,-85.86,136,0,0,-57.51703,0.039471,1,0,39.97617,0.01226282
16-11-14.797,7,914,386,-57,-80,-4,89,-317,-149,-540,65.1,-85.96,136.1,0,0,-57.58232,0.03095544,1,0,39.69398,0.01226559
16-11-14.816,7,906,383,-50,-68,-29,109,-315,-147,-537,65.29,-86.05,136.2,0,0,-57.70766,0.01039407,1,0,39.87516,0.01226837
16-11-14.835,7,881,383,-36,-14,-18,204,-318,-146,-541,65.59,-85.93,136.4,0,0,-57.5014,0.0164476,1,0,40.32095,0.01227115
16-11-14.855,7,865,391,-22,-4,-35,276,-313,-142,-535,66.09,-85.76,136.6,0,0,-57.78844,0.02990899,1,0,39.72592,0.01227393
16-11-14.877,7,874,379,-23,16,-72,321,-315,-137,-537,66.66,-85.39,137,0,0,-57.53078,0.01845769,1,0,40.11159,0.0122767
16-11-14.897,7,893,368,-33,43,-97,261,-319,-136,-538,67.28,-84.76,137.6,0,0,-57.7513,0.01988331,1,0,39.78608,0.01227948
16-11-14.916,7,902,377,-36,-5,-57,238,-315,-132,-533,67.73,-84.26,138.1,0,0,-57.87499,0.02354889,1,0,39.61864,0.01228226
16-11-14.938,7,914,376,-44,-12,-22,155,-315,-130,-536,68.14,-83.97,138.4,0,0,-57.69682,0.01353101,1,0,39.73824,0.01228503
16-11-14.956,7,929,373,-49,-41,-15,130,-317,-127,-532,68.39,-83.87,138.6,0,0,-58.03125,0.01792354,1,0,39.79789,0.01228781
16-11-14.977,7,931,397,-23,-313,-29,154,-315,-126,-535,68.67,-83.98,138.8,0,0,-57.88609,0.01934714,1,0,39.67057,0.01229059
16-11-14.998,7,893,382,7,-325,-49,216,-319,-119,-535,69.06,-84.3,139.2,0,0,-57.70375,0.03779325,1,0,40.06404,0.01229337
16-11-15.017,7,872,378,12,-147,-54,147,-315,-116,-533,69.28,-84.57,139.3,0,0,-57.69012,0.05048601,1,0,39.59354,0.01229614
16-11-15.038,7,884,350,4,-141,-67,147,-317,-118,-536,69.58,-84.47,139.7,0,0,-57.85598,0.02669414,1,0,39.98099,0.01229892
16-11-15.058,7,899,349,-1,-116,-116,142,-317,-110,-530,69.87,-84.2,140.3,0,0,-57.81272,0.02871616,1,0,39.69944,0.0123017
16-11-15.078,7,907,357,-2,-203,-122,131,-321,-112,-529,70.09,-83.69,141.2,0,0,-58.39658,0.01749203,1,0,39.97115,0.01230447
16-11-15.096,7,917,336,-16,-303,-99,168,-321,-105,-529,70.36,-83.58,141.9,0,0,-57.9086,0.01196561,1,0,40.00123,0.01230725
16-11-15.117,7,932,321,-47,-219,-134,194,-322,-100,-524,70.69,-83.33,142.7,0,0,-58.03531,0.03298708,1,0,39.99093,0.01231003
16-11-15.136,7,936,306,-66,-81,-151,272,-321,-100,-526,71.14,-82.58,143.8,0,0,-58.119,0.03777421,1,0,39.98584,0.01231281
16-11-15.158,7,921,300,-57,-142,-94,222,-324,-87,-523,71.6,-81.85,144.8,0,0,-57.44874,0.02232845,1,0,39.97014,0.01231558
16-11-15.176,7,935,309,-51,-199,-91,226,-322,-85,-521,72.03,-81.44,145.6,0,0,-57.56357,0.01541364,1,0,40.32697,0.01231836
16-11-15.195,7,951,299,-52,-271,-79,235,-323,-82,-517,72.45,-81.11,146.4,0,0,-57.92471,0.01739471,1,0,39.95789,0.01232114
16-11-15.216,7,943,268,-41,-457,-64,328,-325,-73,-519,72.98,-81.19,147.1,0,0,-57.42129,0.01868032,1,0,40.11123,0.01232392
16-11-15.236,7,932,248,-33,-528,-106,350,-330,-78,-521,73.62,-81.18,148.1,0,0,-58.58048,0.03234242,1,0,40.72668,0.01232669
16-11-15.258,7,923,249,-31,-420,-134,369,-320,-63,-514,74.32,-80.88,149.5,0,0,-57.73106,0.02140852,1,0,40.29582,0.01232947
16-11-15.278,7,921,272,-18,-369,-155,316,-324,-54,-512,74.91,-80.34,150.9,0,0,-57.63084,0.01663289,1,0,39.85783,0.01233225
16-11-15.297,7,944,275,-32,-211,-164,209,-324,-51,-512,75.38,-79.25,152.6,0,0,-57.68398,0.02486186,1,0,40.20718,0.01233502
16-11-15.318,7,945,244,-47,-83,-122,225,-319,-46,-513,75.74,-78.17,154,0,0,-57.01072,0.02754862,1,0,40.29259,0.0123378
16-11-15.337,7,939,218,-50,-55,-138,307,-321,-48,-514,76.2,-76.79,155.6,0,0,-57.50264,0.03039031,1,0,40.13865,0.01234058
16-11-15.359,7,930,203,-42,-80,-146,366,-324,-39,-505,76.79,-75.14,157.4,0,0,-57.79559,0.02274685,1,0,40.46182,0.01234336
16-11-15.377,7,932,197,-54,15,-117,430,-323,-35,-503,77.49,-73.01,159.7,0,0,-57.97763,0.01567995,1,0,40.00655,0.01234613
16-11-15.398,7,936,195,-68,47,-110,385,-320,-25,-507,78.21,-70.88,161.8,0,0,-57.02185,0.01115765,1,0,40.25494,0.01234891
16-11-15.417,7,954,181,-93,84,-158,327,-318,-25,-504,78.81,-68.32,164.3,0,0,-57.62595,0.02172711,1,0,40.0023,0.01235169
16-11-15.438,7,967,161,-110,144,-277,297,-319,-26,-502,79.19,-64.75,167.7,0,0,-58.18985,0.03800773,1,0,39.98197,0.01235446
16-11-15.456,7,954,149,-106,195,-328,272,-324,-13,-497,79.41,-60.12,172,0,0,-57.67751,0.02597884,1,0,40.09763,0.01235724
16-11-15.479,7,936,142,-98,178,-351,313,-324,-6,-490,79.53,-54.96,176.9,0,0,-57.61554,0.02066158,1,0,40.55816,0.01236002
16-11-15.497,7,929,129,-105,108,-359,391,-319,-8,-487,79.65,-49.25,-177.5,0,0,-57.93031,0.01863905,1,0,40.57706,0.0123628
16-11-15.517,7,936,123,-120,31,-365,392,-319,-3,-484,79.73,-43.11,-171.4,0,0,-57.87676,0.0169619,1,0,40.19855,0.01236557
16-11-15.537,7,949,118,-140,-11,-329,373,-321,0,-477,79.69,-37.39,-165.6,0,0,-58.4795,0.02100714,1,0,40.16528,0.01236835
16-11-15.557,7,948,95,-163,-12,-339,382,-321,4,-480,79.57,-32.07,-160.2,0,0,-57.95308,0.02529248,1,0,40.03168,0.01237113
16-11-15.577,7,946,67,-183,-49,-378,418,-319,15,-475,79.33,-26.42,-154.4,0,0,-57.49015,0.03316694,1,0,40.36463,0.0123739
16-11-15.598,7,939,62,-180,-58,-374,405,-324,15,-468,78.97,-20.93,-148.7,0,0,-58.48402,0.02752919,1,0,40.44511,0.01237668
16-11-15.616,7,950,52,-188,-59,-411,414,-320,28,-462,78.49,-15.98,-143.5,0,0,-57.74022,0.006832075,1,0,40.79326,0.01237946
16-11-15.638,7,960,29,-207,-28,-438,417,-324,25,-457,77.85,-11.22,-138.5,0,0,-58.87067,0.0252713,1,0,40.85972,0.01238224
16-11-15.658,7,969,11,-230,-58,-436,402,-320,37,-452,77.12,-7,-134.1,0,0,-58.12577,0.032983,1,0,40.51522,0.01238501
16-11-15.677,7,978,-1,-250,-71,-431,372,-317,41,-445,76.3,-3.58,-130.5,0,0,-58.22118,0.03394214,1,0,40.71099,0.01238779
16-11-15.697,7,953,-6,-255,-35,-407,373,-318,46,-440,75.48,-0.57,-127.3,0,0,-58.42243,0.02270182,1,0,40.65357,0.01239057
16-11-15.719,7,931,6,-242,-3,-319,339,-315,47,-437,74.75,2.03,-124.5,0,0,-58.55288,0.02275609,1,0,40.45625,0.01239335
16-11-15.737,7,932,3,-250,36,-280,286,-313,50,-437,74.11,4.18,-122.3,0,0,-58.22785,0.02312878,1,0,40.54362,0.01239612
16-11-15.757,7,938,-6,-264,56,-260,240,-312,60,-429,73.54,5.9,-120.6,0,0,-58.27185,0.01341877,1,0,40.82084,0.0123989
16-11-15.776,7,945,-31,-282,77,-329,245,-308,66,-428,72.91,7.4,-119.2,0,0,-57.65648,0.02110332,1,0,40.88117,0.01240168
16-11-15.799,7,947,-58,-306,61,-392,287,-312,69,-424,72.12,8.89,-117.8,0,0,-58.03539,0.03499381,1,0,40.62114,0.01240445
16-11-15.817,7,938,-72,-326,74,-428,306,-309,67,-420,71.19,10.38,-116.4,0,0,-58.36602,0.03267346,1,0,40.7501,0.01240723
16-11-15.839,7,921,-72,-336,57,-376,247,-308,71,-419,70.27,11.66,-115.1,0,0,-58.1542,0.02695713,1,0,40.86691,0.01241001
16-11-15.859,7,914,-62,-336,53,-254,178,-305,77,-412,69.57,12.56,-114.3,0,0,-58.149,0.01636096,1,0,40.95907,0.01241279
16-11-15.879,7,912,-70,-357,35,-143,100,-306,76,-410,69.13,13.11,-113.8,0,0,-58.40437,0.01171036,1,0,40.82359,0.01241556
16-11-15.898,7,907,-87,-372,4,-86,69,-304,82,-411,68.88,13.42,-113.5,0,0,-57.76247,0.02343526,1,0,40.91913,0.01241834
16-11-15.918,7,896,-100,-375,-19,-82,94,-312,75,-409,68.69,13.7,-113.2,0,0,-59.00712,0.03026564,1,0,41.30584,0.01242112
16-11-15.939,7,896,-110,-379,-30,-141,133,-306,76,-403,68.42,14.1,-112.7,0,0,-59.21725,0.01533993,1,0,40.77157,0.01242389
16-11-15.957,7,896,-113,-380,-55,-209,175,-300,77,-409,68,14.57,-112.1,0,0,-58.18566,0.008958094,1,0,40.34339,0.01242667
16-11-15.978,7,893,-107,-374,-40,-240,174,-303,88,-404,67.44,15.01,-111.6,0,0,-57.92243,0.002497828,1,0,41.18117,0.01242945
16-11-15.998,7,895,-97,-369,-51,-197,143,-299,83,-395,66.93,15.4,-111.1,0,0,-58.9895,0.01150254,1,0,40.50518,0.01243223
16-11-16.017,7,892,-98,-374,-70,-168,150,-302,90,-391,66.51,15.7,-110.6,0,0,-58.82902,0.008203486,1,0,41.09583,0.012435
16-11-16.040,7,885,-101,-377,-58,-131,160,-306,88,-391,66.14,16.08,-110.1,0,0,-59.34608,0.008179396,1,0,41.37391,0.01243778
16-11-16.056,7,886,-111,-389,-49,-135,171,-297,95,-395,65.8,16.51,-109.5,0,0,-57.91978,0.009085482,1,0,40.99274,0.01244056
16-11-16.078,7,880,-125,-402,-70,-164,220,-296,96,-393,65.41,17.03,-108.8,0,0,-58.04344,0.01726751,1,0,41.08443,0.01244333
16-11-16.098,7,883,-132,-406,-50,-221,198,-293,99,-386,64.9,17.56,-108,0,0,-58.36052,0.01935651,1,0,40.88165,0.01244611
16-11-16.119,7,886,-125,-399,-14,-156,142,-292,103,-387,64.43,17.91,-107.6,0,0,-58.00328,0.00872316,1,0,40.97665,0.01244889
16-11-16.136,7,883,-126,-403,-22,-122,138,-292,105,-383,64.09,18.23,-107.2,0,0,-58.17119,0.00880435,1,0,41.08121,0.01245167
16-11-16.157,7,881,-131,-413,-35,-95,140,-291,105,-383,63.8,18.55,-106.8,0,0,-58.24906,0.006927042,1,0,41.08892,0.01245444
16-11-16.179,7,875,-148,-431,-90,-143,196,-290,106,-381,63.47,18.92,-106.2,0,0,-58.40472,0.01668306,1,0,41.10443,0.01245722
16-11-16.199,7,864,-155,-444,-140,-219,232,-288,112,-377,62.99,19.29,-105.6,0,0,-58.14788,0.02522741,1,0,40.98178,0.01246
16-11-16.219,7,854,-158,-450,-164,-256,248,-286,117,-373,62.37,19.56,-104.9,0,0,-58.09077,0.01782736,1,0,41.19278,0.01246278
16-11-16.238,7,838,-159,-449,-154,-294,267,-286,116,-369,61.68,19.79,-104.3,0,0,-58.42501,0.01212423,1,0,41.3071,0.01246555
16-11-16.258,7,831,-163,-444,-140,-240,259,-280,121,-365,60.96,20.06,-103.6,0,0,-58.10891,0.01264337,1,0,41.38877,0.01246833
16-11-16.275,7,841,-162,-440,-114,-134,178,-279,123,-365,60.46,20.31,-103.1,0,0,-57.95735,0.009898556,1,0,41.05632,0.01247111
16-11-16.297,7,840,-174,-459,-117,-159,177,-277,120,-360,60.1,20.51,-102.6,0,0,-58.57356,0.01025268,1,0,41.13713,0.01247388
16-11-16.319,7,830,-183,-485,-143,-233,219,-272,129,-360,59.59,20.64,-102.1,0,0,-57.5852,0.02433951,1,0,41.09613,0.01247666
16-11-16.338,7,828,-189,-508,-183,-340,224,-276,131,-353,58.86,20.69,-101.7,0,0,-58.17196,0.02879768,1,0,41.42251,0.01247944
16-11-16.358,7,828,-188,-518,-225,-435,231,-273,134,-350,57.99,20.52,-101.4,0,0,-57.7676,0.01721093,1,0,41.53682,0.01248222
16-11-16.377,7,813,-193,-520,-225,-516,278,-273,137,-339,56.91,20.3,-101.2,0,0,-58.28318,0.00995898,1,0,41.36098,0.01248499
16-11-16.399,7,798,-193,-516,-182,-430,285,-269,133,-337,55.79,20.19,-100.8,0,0,-58.29969,0.01455454,1,0,41.72747,0.01248777
16-11-16.419,7,801,-188,-498,-88,-234,210,-268,136,-331,55,20.28,-100.4,0,0,-58.60741,0.01495888,1,0,41.63874,0.01249055
16-11-16.439,7,808,-196,-511,-64,-157,169,-265,137,-329,54.51,20.43,-100,0,0,-58.51124,0.01353604,1,0,41.27518,0.01249332
16-11-16.459,7,806,-206,-541,-80,-175,141,-258,146,-327,54.11,20.55,-99.7,0,0,-57.65973,0.02186246,1,0,41.27148,0.0124961
16-11-16.479,7,784,-200,-556,-41,-191,139,-260,146,-327,53.67,20.58,-99.5,0,0,-57.65697,0.02761842,1,0,41.71335,0.01249888
16-11-16.499,7,756,-196,-558,-12,-277,162,-256,151,-321,53.13,20.71,-99.3,0,0,-57.82937,0.02875911,1,0,41.51476,0.01250166
16-11-16.517,7,751,-209,-585,-54,-395,187,-254,150,-317,52.36,20.76,-99.1,0,0,-58.0056,0.02430615,1,0,41.39084,0.01250443
16-11-16.538,7,753,-214,-590,-49,-340,183,-252,151,-315,51.53,20.76,-99,0,0,-57.98357,0.02543129,1,0,41.45665,0.01250721
16-11-16.558,7,758,-215,-593,-91,-336,166,-250,154,-310,50.78,20.75,-98.8,0,0,-57.9684,0.007367193,1,0,41.72182,0.01250999
16-11-16.579,7,764,-219,-617,-135,-419,146,-248,151,-304,49.95,20.53,-98.8,0,0,-58.5031,0.01443451,1,0,41.33318,0.01251276
16-11-16.599,7,752,-221,-618,-136,-414,149,-246,152,-296,49.06,20.24,-98.9,0,0,-58.72663,0.01756051,1,0,41.43135,0.01251554
16-11-16.619,7,735,-220,-617,-121,-379,181,-244,161,-295,48.19,20,-98.8,0,0,-57.80051,0.01050896,1,0,41.97953,0.01251832
16-11-16.637,7,720,-216,-612,-92,-286,171,-242,159,-291,47.46,19.92,-98.6,0,0,-58.04334,0.01483678,1,0,41.89383,0.01251971
16-11-16.659,7,717,-218,-627,-96,-248,149,-242,153,-286,46.87,19.86,-98.5,0,0,-58.84002,0.01261121,1,0,41.81179,0.01252249
16-11-16.678,7,709,-228,-651,-129,-296,158,-233,158,-279,46.25,19.74,-98.3,0,0,-58.70914,0.0167935,1,0,41.42915,0.01252526
16-11-16.696,7,700,-238,-667,-137,-367,157,-231,163,-280,45.52,19.55,-98.2,0,0,-57.80944,0.02654387,1,0,41.53428,0.01252804
16-11-16.718,7,685,-243,-673,-123,-432,139,-227,161,-275,44.68,19.32,-98.2,0,0,-58.06692,0.0205976,1,0,41.86368,0.01253221
16-11-16.739,7,671,-248,-687,-105,-474,132,-225,166,-273,43.72,19.03,-98.3,0,0,-57.47092,0.01911703,1,0,41.70116,0.01253498
16-11-16.760,7,667,-249,-691,-100,-407,96,-222,159,-265,42.79,18.76,-98.4,0,0,-58.45587,0.01914766,1,0,41.6423,0.01253776
16-11-16.779,7,672,-243,-693,-131,-317,54,-219,162,-261,42.07,18.46,-98.5,0,0,-58.14502,0.006178303,1,0,41.7731,0.01254054
16-11-16.800,7,668,-240,-698,-127,-230,30,-223,165,-251,41.54,18.11,-98.6,0,0,-58.70115,0.008808808,1,0,41.51323,0.01254331
16-11-16.820,7,649,-241,-708,-120,-199,6,-223,166,-252,41.13,17.78,-98.7,0,0,-58.19422,0.01070578,1,0,42.14921,0.01254609
16-11-16.838,7,612,-234,-721,-79,-233,1,-220,163,-252,40.72,17.47,-98.9,0,0,-58.02686,0.02058337,1,0,41.93457,0.01254887
16-11-16.859,7,597,-229,-733,-67,-311,16,-213,160,-249,40.18,17.21,-99.1,0,0,-58.06633,0.03555804,1,0,41.3696,0.01255165
16-11-16.880,7,596,-229,-743,-73,-309,44,-210,165,-243,39.56,16.97,-99.3,0,0,-57.87753,0.0170745,1,0,41.7662,0.01255442
16-11-16.899,7,594,-225,-743,-47,-296,67,-212,167,-248,38.93,16.79,-99.4,0,0,-57.116,0.006551541,1,0,41.84313,0.0125572
16-11-16.918,7,589,-221,-751,-60,-305,87,-208,161,-238,38.27,16.66,-99.4,0,0,-58.20846,0.006821354,1,0,41.50018,0.01255998
16-11-16.940,7,578,-222,-761,-74,-268,96,-209,159,-235,37.69,16.53,-99.4,0,0,-58.51533,0.01145066,1,0,41.63436,0.01256275
16-11-16.960,7,558,-226,-772,-102,-279,146,-207,162,-233,37.07,16.41,-99.3,0,0,-58.1634,0.01981067,1,0,41.82354,0.01256553
16-11-16.979,7,555,-226,-781,-147,-294,179,-204,164,-231,36.44,16.29,-99.1,0,0,-57.95249,0.01898148,1,0,41.81847,0.01256831
16-11-17.000,7,568,-228,-792,-183,-335,177,-196,164,-219,35.71,16.08,-98.9,0,0,-58.67554,0.01092755,1,0,41.82664,0.01257109
16-11-17.018,7,583,-232,-798,-211,-306,137,-197,165,-222,35.02,15.77,-98.8,0,0,-57.9412,0.016642,1,0,41.89143,0.01257386
16-11-17.039,7,579,-228,-806,-251,-356,108,-195,163,-215,34.26,15.33,-98.7,0,0,-58.24034,0.01546529,1,0,41.95924,0.01257664
16-11-17.058,7,548,-218,-804,-224,-394,96,-186,168,-211,33.53,14.85,-98.7,0,0,-57.58511,0.01683614,1,0,41.83786,0.01257942
16-11-17.079,7,524,-217,-813,-206,-440,96,-183,167,-208,32.67,14.43,-98.7,0,0,-57.43783,0.02591557,1,0,41.6697,0.01258219
16-11-17.098,7,518,-208,-831,-250,-389,49,-179,160,-196,31.75,13.91,-98.8,0,0,-58.52777,0.02531398,1,0,41.82499,0.01258497
16-11-17.116,7,507,-197,-827,-268,-206,14,-178,158,-191,31.14,13.34,-98.9,0,0,-58.56955,0.01819212,1,0,41.93808,0.01258775
16-11-17.139,7,492,-185,-836,-374,274,-6,-173,158,-192,31.14,12.74,-99,0,0,-57.8993,0.02102084,1,0,41.47445,0.01259053
16-11-17.158,7,445,-192,-891,-445,162,113,-181,155,-191,32.07,11.88,-98.6,0,0,-57.78762,0.05596504,1,0,41.73357,0.0125933
16-11-17.177,7,443,-173,-779,-76,-88,158,-179,155,-191,31.81,11.66,-98.3,0,0,-57.54767,0.06112493,1,0,41.92612,0.01259608
16-11-17.198,7,476,-158,-808,-151,11,145,-180,155,-189,31.73,11.58,-98,0,0,-57.70849,0.07514336,1,0,41.7287,0.01259886
16-11-17.221,7,499,-169,-829,-85,14,122,-180,158,-191,31.7,11.53,-97.6,0,0,-57.27531,0.04576647,1,0,41.82711,0.01260164
16-11-17.238,7,515,-184,-858,-127,-6,102,-180,154,-191,31.66,11.46,-97.4,0,0,-57.51268,0.03653888,1,0,41.72763,0.01260441
16-11-17.260,7,534,-191,-892,-222,52,-13,-178,155,-183,31.67,11.2,-97.2,0,0,-57.84872,0.03937883,1,0,41.51012,0.01260719
16-11-17.280,7,531,-171,-870,-238,101,-56,-181,154,-187,31.88,10.66,-97.3,0,0,-57.22449,0.03247607,1,0,41.72324,0.01260997
16-11-17.300,7,469,-146,-825,-196,-8,55,-173,147,-184,31.97,10.24,-97.3,0,0,-57.70138,0.0548453,1,0,41.96828,0.01261274
16-11-17.319,7,432,-128,-816,-206,-72,183,-175,148,-180,31.84,9.96,-97.1,0,0,-57.81427,0.07617666,1,0,41.57944,0.01261552
16-11-17.341,7,454,-127,-821,-196,-186,245,-178,148,-180,31.45,9.81,-96.6,0,0,-57.62013,0.03079384,1,0,41.80989,0.0126183
16-11-17.360,7,518,-137,-839,-205,-167,167,-171,152,-178,31.04,9.62,-96.2,0,0,-57.09187,0.03279025,1,0,42.09322,0.01262108
16-11-17.381,7,560,-146,-869,-272,-123,58,-169,152,-169,30.72,9.26,-96,0,0,-57.55701,0.06026784,1,0,41.76845,0.01262385
16-11-17.399,7,542,-136,-875,-292,-37,-11,-169,148,-170,30.58,8.7,-96,0,0,-57.27454,0.04028041,1,0,42.1978,0.01262663
16-11-17.421,7,471,-117,-860,-303,-75,93,-169,142,-162,30.47,8.12,-95.9,0,0,-58.05401,0.03493058,1,0,41.63983,0.01262941
16-11-17.439,7,413,-107,-858,-318,-161,197,-167,142,-163,30.2,7.68,-95.6,0,0,-57.42965,0.0683011,1,0,41.82639,0.01263218
16-11-17.458,7,453,-106,-879,-389,-186,158,-163,143,-158,29.77,7.15,-95.3,0,0,-57.16088,0.03586131,1,0,41.6149,0.01263496
16-11-17.479,7,519,-116,-881,-367,-196,61,-162,138,-152,29.42,6.5,-95,0,0,-57.561,0.04727203,1,0,41.70496,0.01263774
16-11-17.498,7,516,-104,-887,-404,-96,35,-155,132,-148,29.13,5.73,-95,0,0,-57.63198,0.04304565,1,0,42.00037,0.01264052
16-11-17.520,7,405,-91,-895,-423,-176,216,-156,133,-143,28.84,5.05,-94.7,0,0,-57.41622,0.04827209,1,0,41.81145,0.01264329
16-11-17.539,7,413,-69,-886,-445,-258,192,-153,134,-141,28.35,4.37,-94.3,0,0,-56.80249,0.07056509,1,0,42.0134,0.01264607
16-11-17.560,7,488,-52,-866,-439,-226,61,-149,130,-135,27.9,3.63,-94,0,0,-56.84758,0.04591579,1,0,41.65353,0.01264885
16-11-17.580,7,585,-47,-899,-587,-322,-165,-151,125,-126,27.3,2.51,-94.3,0,0,-57.02887,0.07263657,1,0,42.05377,0.01265163
16-11-17.600,7,546,-47,-927,-638,-290,-216,-148,115,-121,26.7,1.07,-94.7,0,0,-57.05382,0.07348131,1,0,42.33313,0.0126544
16-11-17.621,7,493,-11,-886,-548,-180,-268,-146,112,-119,26.21,-0.41,-95.3,0,0,-56.076,0.05003027,1,0,41.80606,0.01265718
16-11-17.640,7,386,14,-798,-171,-41,8,-147,106,-112,26.05,-1.29,-95.6,0,0,-56.46596,0.09714236,1,0,42.16779,0.01265996
16-11-17.658,7,310,37,-755,14,-258,63,-141,105,-113,25.77,-1.31,-95.5,0,0,-56.27769,0.1479235,1,0,41.57089,0.01266273
16-11-17.678,7,373,38,-866,-190,-66,4,-139,103,-111,25.42,-1.43,-95.3,0,0,-56.51954,0.06992415,1,0,41.72608,0.01266551
16-11-17.701,7,442,28,-944,-212,-60,-112,-140,98,-112,25.34,-1.93,-95.5,0,0,-56.50324,0.1237751,1,0,41.64153,0.01266829
